	20	297	400
	15	17	6257	595	400
	1	6	3
	2	1	14
	3	7	15
	4	6	9
	5	3	1
	6	1	5
	7	4	19
	8	8	18
	9	3	3
	10	5	7
	11	1	1
	12	6	17
	13	2	8
	14	5	19
	15	9	1
	16	3	2
	17	1	19
	18	9	4
	19	9	9
	20	9	17
	21	5	4
	22	9	17
	23	8	17
	24	7	14
	25	3	19
	26	3	4
	27	6	1
	28	3	1
	29	4	8
	30	8	7
	31	7	9
	32	4	4
	33	9	15
	34	4	18
	35	5	14
	36	8	11
	37	7	3
	38	1	3
	39	8	1
	40	1	16
	41	8	20
	42	4	7
	43	8	7
	44	5	8
	45	2	11
	46	4	16
	47	1	9
	48	5	12
	49	9	5
	50	1	8
	51	2	14
	52	3	10
	53	2	9
	54	4	2
	55	5	18
	56	5	5
	57	9	8
	58	4	14
	59	1	7
	60	7	7
	61	6	9
	62	7	6
	63	4	11
	64	8	14
	65	4	10
	66	1	15
	67	2	11
	68	6	18
	69	9	17
	70	1	9
	71	4	8
	72	7	19
	73	7	4
	74	9	16
	75	2	18
	76	2	17
	77	1	13
	78	1	10
	79	2	8
	80	8	2
	81	7	18
	82	6	1
	83	7	1
	84	7	3
	85	1	10
	86	8	13
	87	1	7
	88	8	5
	89	9	15
	90	7	8
	91	8	10
	92	5	12
	93	5	2
	94	8	1
	95	4	6
	96	3	19
	97	4	17
	98	1	8
	99	7	14
	100	2	15
	101	8	2
	102	3	9
	103	4	18
	104	5	8
	105	5	6
	106	2	3
	107	8	4
	108	2	8
	109	1	5
	110	1	1
	111	6	2
	112	6	15
	113	7	3
	114	4	1
	115	8	15
	116	2	9
	117	6	18
	118	7	4
	119	5	5
	120	4	17
	121	2	4
	122	6	20
	123	8	11
	124	4	9
	125	1	12
	126	1	9
	127	1	5
	128	8	11
	129	3	17
	130	8	11
	131	1	8
	132	9	1
	133	8	1
	134	3	14
	135	9	1
	136	8	10
	137	4	20
	138	4	6
	139	2	8
	140	6	1
	141	9	10
	142	3	4
	143	5	13
	144	7	13
	145	4	7
	146	4	6
	147	7	15
	148	3	6
	149	6	20
	150	8	14
	151	9	10
	152	8	9
	153	6	4
	154	5	18
	155	8	6
	156	8	11
	157	6	8
	158	7	5
	159	6	8
	160	2	13
	161	8	15
	162	6	15
	163	8	12
	164	7	4
	165	3	5
	166	6	8
	167	8	1
	168	6	12
	169	3	14
	170	6	4
	171	1	11
	172	2	19
	173	8	2
	174	4	19
	175	7	7
	176	4	1
	177	1	18
	178	8	14
	179	7	18
	180	3	6
	181	9	14
	182	7	6
	183	7	20
	184	9	14
	185	4	10
	186	4	17
	187	6	20
	188	3	9
	189	1	8
	190	1	15
	191	2	20
	192	4	20
	193	8	7
	194	1	14
	195	4	3
	196	8	17
	197	7	2
	198	5	9
	199	6	5
	200	9	1
	201	6	4
	202	5	5
	203	8	9
	204	2	14
	205	9	4
	206	3	17
	207	1	11
	208	7	15
	209	6	8
	210	5	17
	211	6	20
	212	6	13
	213	3	20
	214	2	8
	215	8	18
	216	7	9
	217	1	18
	218	3	1
	219	1	18
	220	7	4
	221	9	7
	222	6	18
	223	8	1
	224	7	2
	225	9	6
	226	2	11
	227	7	13
	228	4	15
	229	5	19
	230	2	20
	231	3	17
	232	5	7
	233	2	14
	234	1	6
	235	6	17
	236	2	8
	237	4	11
	238	6	13
	239	1	11
	240	5	12
	241	9	4
	242	3	3
	243	1	15
	244	4	8
	245	5	1
	246	4	4
	247	5	12
	248	9	4
	249	5	6
	250	7	18
	251	3	8
	252	6	6
	253	6	8
	254	7	4
	255	4	17
	256	9	10
	257	3	7
	258	5	13
	259	8	17
	260	9	1
	261	5	19
	262	9	13
	263	8	19
	264	2	8
	265	5	5
	266	1	12
	267	4	17
	268	1	2
	269	5	17
	270	5	18
	271	4	12
	272	6	20
	273	1	9
	274	1	17
	275	3	2
	276	6	15
	277	5	5
	278	3	16
	279	3	18
	280	1	18
	281	3	2
	282	9	4
	283	7	19
	284	2	5
	285	3	14
	286	4	12
	287	4	6
	288	3	17
	289	3	5
	290	1	11
	291	5	18
	292	8	13
	293	3	11
	294	3	18
	295	9	1
	296	1	7
	297	3	3
	298	6	16
	299	3	18
	300	4	9
	301	9	2
	302	1	8
	303	9	1
	304	4	19
	305	3	6
	306	6	7
	307	1	12
	308	5	18
	309	7	10
	310	4	10
	311	4	16
	312	7	12
	313	4	8
	314	4	8
	315	6	19
	316	6	7
	317	5	3
	318	1	12
	319	6	5
	320	3	4
	321	7	9
	322	8	16
	323	9	16
	324	6	13
	325	1	2
	326	6	14
	327	8	7
	328	9	1
	329	7	10
	330	2	9
	331	6	7
	332	1	17
	333	9	12
	334	9	3
	335	1	20
	336	7	10
	337	5	8
	338	7	5
	339	4	15
	340	8	13
	341	6	7
	342	5	8
	343	2	4
	344	2	3
	345	9	16
	346	4	9
	347	6	16
	348	1	19
	349	2	20
	350	8	18
	351	5	12
	352	7	1
	353	3	10
	354	1	4
	355	6	8
	356	8	17
	357	3	17
	358	7	16
	359	3	4
	360	6	16
	361	2	15
	362	8	16
	363	8	10
	364	9	8
	365	8	18
	366	6	15
	367	4	17
	368	6	18
	369	4	6
	370	4	1
	371	4	15
	372	8	9
	373	2	2
	374	5	19
	375	4	12
	376	3	8
	377	5	15
	378	9	8
	379	3	8
	380	7	9
	381	8	17
	382	1	7
	383	3	11
	384	9	6
	385	9	5
	386	1	11
	387	6	6
	388	8	17
	389	4	1
	390	5	2
	391	1	2
	392	3	3
	393	3	14
	394	3	18
	395	3	9
	396	1	10
	397	4	2
	398	7	5
	399	2	2
	400	5	3
	14	9	25027	671	400
	1	7	3
	2	5	14
	3	8	15
	4	3	9
	5	9	1
	6	4	5
	7	9	19
	8	2	18
	9	1	3
	10	9	7
	11	1	1
	12	2	17
	13	9	8
	14	6	19
	15	8	1
	16	4	2
	17	3	19
	18	2	4
	19	2	9
	20	3	17
	21	1	4
	22	7	17
	23	7	17
	24	2	14
	25	5	19
	26	5	4
	27	7	1
	28	3	1
	29	1	8
	30	9	7
	31	4	9
	32	7	4
	33	9	15
	34	7	18
	35	5	14
	36	1	11
	37	4	3
	38	6	3
	39	4	1
	40	4	16
	41	4	20
	42	9	7
	43	8	7
	44	9	8
	45	9	11
	46	8	16
	47	3	9
	48	7	12
	49	7	5
	50	2	8
	51	5	14
	52	4	10
	53	8	9
	54	5	2
	55	3	18
	56	9	5
	57	6	8
	58	6	14
	59	4	7
	60	2	7
	61	5	9
	62	2	6
	63	5	11
	64	6	14
	65	6	10
	66	3	15
	67	1	11
	68	5	18
	69	1	17
	70	5	9
	71	4	8
	72	1	19
	73	3	4
	74	4	16
	75	4	18
	76	4	17
	77	1	13
	78	4	10
	79	7	8
	80	6	2
	81	9	18
	82	6	1
	83	8	1
	84	1	3
	85	9	10
	86	4	13
	87	5	7
	88	7	5
	89	1	15
	90	1	8
	91	4	10
	92	8	12
	93	1	2
	94	9	1
	95	3	6
	96	6	19
	97	6	17
	98	3	8
	99	3	14
	100	8	15
	101	6	2
	102	5	9
	103	1	18
	104	9	8
	105	5	6
	106	3	3
	107	5	4
	108	5	8
	109	3	5
	110	5	1
	111	1	2
	112	4	15
	113	9	3
	114	1	1
	115	4	15
	116	9	9
	117	1	18
	118	9	4
	119	8	5
	120	2	17
	121	8	4
	122	2	20
	123	9	11
	124	5	9
	125	6	12
	126	6	9
	127	4	5
	128	8	11
	129	9	17
	130	1	11
	131	5	8
	132	3	1
	133	6	1
	134	9	14
	135	4	1
	136	6	10
	137	6	20
	138	2	6
	139	1	8
	140	2	1
	141	5	10
	142	5	4
	143	9	13
	144	6	13
	145	6	7
	146	7	6
	147	9	15
	148	8	6
	149	9	20
	150	3	14
	151	7	10
	152	2	9
	153	8	4
	154	3	18
	155	2	6
	156	4	11
	157	8	8
	158	7	5
	159	8	8
	160	7	13
	161	9	15
	162	8	15
	163	8	12
	164	8	4
	165	7	5
	166	5	8
	167	6	1
	168	4	12
	169	4	14
	170	6	4
	171	6	11
	172	2	19
	173	2	2
	174	3	19
	175	7	7
	176	8	1
	177	2	18
	178	1	14
	179	6	18
	180	6	6
	181	4	14
	182	7	6
	183	6	20
	184	9	14
	185	6	10
	186	1	17
	187	8	20
	188	3	9
	189	7	8
	190	8	15
	191	2	20
	192	4	20
	193	8	7
	194	2	14
	195	6	3
	196	7	17
	197	5	2
	198	4	9
	199	6	5
	200	5	1
	201	3	4
	202	3	5
	203	9	9
	204	8	14
	205	7	4
	206	3	17
	207	3	11
	208	3	15
	209	5	8
	210	7	17
	211	8	20
	212	6	13
	213	8	20
	214	5	8
	215	7	18
	216	1	9
	217	7	18
	218	7	1
	219	4	18
	220	7	4
	221	5	7
	222	1	18
	223	3	1
	224	9	2
	225	1	6
	226	3	11
	227	2	13
	228	4	15
	229	1	19
	230	5	20
	231	5	17
	232	8	7
	233	2	14
	234	9	6
	235	5	17
	236	8	8
	237	3	11
	238	7	13
	239	3	11
	240	8	12
	241	1	4
	242	3	3
	243	2	15
	244	1	8
	245	3	1
	246	8	4
	247	6	12
	248	3	4
	249	9	6
	250	8	18
	251	7	8
	252	6	6
	253	2	8
	254	9	4
	255	6	17
	256	8	10
	257	2	7
	258	8	13
	259	4	17
	260	9	1
	261	3	19
	262	2	13
	263	8	19
	264	5	8
	265	1	5
	266	9	12
	267	5	17
	268	2	2
	269	3	17
	270	8	18
	271	4	12
	272	3	20
	273	3	9
	274	4	17
	275	6	2
	276	7	15
	277	1	5
	278	6	16
	279	5	18
	280	2	18
	281	3	2
	282	8	4
	283	8	19
	284	3	5
	285	6	14
	286	8	12
	287	5	6
	288	9	17
	289	3	5
	290	5	11
	291	6	18
	292	2	13
	293	9	11
	294	5	18
	295	6	1
	296	4	7
	297	9	3
	298	9	16
	299	8	18
	300	1	9
	301	1	2
	302	9	8
	303	2	1
	304	4	19
	305	1	6
	306	8	7
	307	6	12
	308	4	18
	309	4	10
	310	7	10
	311	6	16
	312	4	12
	313	2	8
	314	5	8
	315	8	19
