	20	298	200
	13	3	689	495	200
	1	1	9
	2	8	8
	3	4	17
	4	4	2
	5	6	7
	6	2	15
	7	2	20
	8	9	1
	9	4	14
	10	3	17
	11	7	5
	12	7	3
	13	6	14
	14	8	1
	15	6	13
	16	9	12
	17	6	10
	18	5	17
	19	8	3
	20	7	8
	21	3	3
	22	6	10
	23	7	9
	24	8	17
	25	7	5
	26	6	3
	27	8	7
	28	9	17
	29	4	11
	30	1	13
	31	4	3
	32	3	15
	33	5	6
	34	3	17
	35	8	13
	36	2	7
	37	4	14
	38	3	13
	39	6	14
	40	5	15
	41	4	17
	42	6	12
	43	1	12
	44	8	3
	45	4	3
	46	3	5
	47	1	17
	48	6	14
	49	4	4
	50	5	7
	51	9	8
	52	2	18
	53	5	2
	54	6	16
	55	5	6
	56	2	8
	57	7	15
	58	9	5
	59	5	10
	60	8	20
	61	3	13
	62	8	12
	63	6	20
	64	9	20
	65	1	15
	66	5	18
	67	3	2
	68	9	5
	69	6	8
	70	3	7
	71	9	14
	72	7	1
	73	7	17
	74	6	5
	75	7	19
	76	4	16
	77	9	10
	78	1	16
	79	9	3
	80	8	20
	81	4	14
	82	6	13
	83	4	14
	84	2	8
	85	8	18
	86	3	18
	87	9	13
	88	1	5
	89	4	5
	90	1	9
	91	5	17
	92	8	11
	93	5	1
	94	8	5
	95	3	3
	96	3	9
	97	8	8
	98	5	5
	99	3	4
	100	1	15
	101	7	18
	102	4	13
	103	5	3
	104	5	5
	105	7	8
	106	2	11
	107	4	7
	108	2	6
	109	7	7
	110	6	2
	111	4	2
	112	8	6
	113	2	19
	114	3	9
	115	2	19
	116	4	13
	117	6	11
	118	5	12
	119	6	13
	120	3	10
	121	2	8
	122	5	17
	123	7	16
	124	5	7
	125	5	10
	126	2	6
	127	2	16
	128	4	3
	129	2	20
	130	7	16
	131	6	13
	132	5	12
	133	4	10
	134	1	6
	135	4	5
	136	6	19
	137	1	14
	138	7	4
	139	3	10
	140	9	5
	141	8	12
	142	5	19
	143	6	9
	144	8	4
	145	6	19
	146	3	14
	147	5	7
	148	1	14
	149	1	7
	150	9	11
	151	6	14
	152	8	4
	153	3	15
	154	7	5
	155	8	7
	156	2	6
	157	9	18
	158	4	11
	159	6	5
	160	5	12
	161	7	16
	162	4	2
	163	5	14
	164	7	10
	165	9	15
	166	9	12
	167	1	3
	168	8	7
	169	4	19
	170	5	3
	171	3	12
	172	6	12
	173	8	15
	174	2	4
	175	2	8
	176	5	20
	177	1	7
	178	7	1
	179	3	13
	180	9	11
	181	2	12
	182	1	17
	183	3	8
	184	8	10
